surface_name	site_name	species_name	formation_energy	integral_formation_energy	coverage	coadsorbate_name	coadsorbate_coverage	bulk_structure	frequencies	other_parameters	reference	ensemble_path
Rh	111	CH2-CHO	-0.08	-0.01	0.11	None	0.00	fcc	[122.0, 157.0, 258.0, 288.0, 402.0, 440.0, 533.0, 586.0, 778.0, 799.0, 925.0, 1202.0, 1303.0, 1378.0, 2820.0, 2925.0, 2979.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/neb/slab-Rh_111_334#CH2@CHO-ts/calc-esp_BEEF_500441_1/TS.traj	None
Rh	111	CH2-CO	-0.67	-0.07	0.11	None	0.00	fcc	[101.0, 133.0, 226.0, 307.0, 399.0, 448.0, 580.0, 662.0, 888.0, 979.0, 1319.0, 1869.0, 2995.0, 3047.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/neb/slab-Rh_111_334#CH2@CO-ts/calc-esp_BEEF_500441_1/TS.traj	None
Rh	111	CH2-CO	0.31	-0.84	0.11	CO	0.55	fcc	[101.0, 133.0, 226.0, 307.0, 399.0, 448.0, 580.0, 662.0, 888.0, 979.0, 1319.0, 1869.0, 2995.0, 3047.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/neb/slab-Rh_111_334#5CO-hcp#CH2@CO-ts/calc-esp_BEEF_500441_1/TS.traj	None
Rh	111	CH2-COH	0.43	0.05	0.11	None	0.00	fcc	[56.0, 69.0, 159.0, 297.0, 386.0, 469.0, 477.0, 552.0, 586.0, 742.0, 879.0, 1157.0, 1265.0, 1337.0, 2743.0, 3020.0, 3567.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/neb/slab-Rh_111_334#CH2@COH-ts/calc-esp_BEEF_500441_1/TS.traj	None
Rh	111	CH2-O	0.99	0.11	0.11	None	0.00	fcc	[147.0, 226.0, 323.0, 438.0, 486.0, 602.0, 694.0, 895.0, 1320.0, 3081.0, 3133.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/neb/slab-Rh_111_334#CH2@O-ts/calc-esp_BEEF_500441_1/TS.traj	None
Rh	111	CH2-OH	0.74	0.08	0.11	None	0.00	fcc	[56.0, 73.0, 146.0, 156.0, 458.0, 532.0, 659.0, 696.0, 835.0, 854.0, 1378.0, 3004.0, 3096.0, 3656.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/neb/slab-Rh_111_334#CH2@OH-ts/calc-esp_BEEF_500441_1/TS.traj	None
Rh	111	CH2CH2O	-0.42	-0.05	0.11	None	0.00	fcc	[56.0, 122.0, 181.0, 295.0, 374.0, 461.0, 479.0, 652.0, 869.0, 883.0, 992.0, 1041.0, 1107.0, 1195.0, 1290.0, 1390.0, 1430.0, 2731.0, 2852.0, 2958.0, 3010.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#CH2CH2O-sot2/calc-esp_BEEF_500441_1/Rh_CH2CH2O_sot2.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#CH2CH2O-sot2/calc-esp_BEEF_500441_ens/CH2CH2O.bee
Rh	111	CH2CH2O	0.69	-0.79	0.11	CO	0.55	fcc	[56.0, 122.0, 181.0, 295.0, 374.0, 461.0, 479.0, 652.0, 869.0, 883.0, 992.0, 1041.0, 1107.0, 1195.0, 1290.0, 1390.0, 1430.0, 2731.0, 2852.0, 2958.0, 3010.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#5CO-hcp#CH2CH2O-br/calc-esp_BEEF_500441_1/Rh_111_CH2CH2O-br.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#5CO-hcp#CH2CH2O-sot2/calc-esp_BEEF_500441_ens/5CO-hcp+CH2CH2O-sot2.bee
Rh	111	CH2CH2OH	-0.09	-0.88	0.11	CO	0.55	fcc	[56.0, 133.0, 156.0, 229.0, 275.0, 353.0, 538.0, 596.0, 650.0, 849.0, 861.0, 1025.0, 1085.0, 1147.0, 1233.0, 1290.0, 1393.0, 1423.0, 1547.0, 2925.0, 2967.0, 3022.0, 3060.0, 3700.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#5CO-hcp#CH2CH2OH-sot0/calc-esp_BEEF_500441_1/Rh_111_CH2CH2OH-sot0.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#5CO-hcp#CH2CH2OH-sot0/calc-esp_BEEF_500441_ens/5CO-hcp+CH2CH2OH-sot0.bee
Rh	111	CH2CH2OH	-0.82	-0.09	0.11	None	0.00	fcc	[56.0, 133.0, 156.0, 229.0, 275.0, 353.0, 538.0, 596.0, 650.0, 849.0, 861.0, 1025.0, 1085.0, 1147.0, 1233.0, 1290.0, 1393.0, 1423.0, 1547.0, 2925.0, 2967.0, 3022.0, 3060.0, 3700.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#CH2CH2OH-sot0/calc-esp_BEEF_500441_1/Rh_CH2CH2OH_sot0.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#CH2CH2OH-sot0/calc-esp_BEEF_500441_ens/CH2CH2OH.bee
Rh	111	CH2CHO	-0.49	-0.93	0.11	CO	0.55	fcc	[56.0, 56.0, 56.0, 261.0, 332.0, 423.0, 482.0, 723.0, 859.0, 891.0, 958.0, 1140.0, 1215.0, 1365.0, 1451.0, 3009.0, 3079.0, 3093.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#5CO-hcp#CH2CHO-br1/calc-esp_BEEF_500441_1/Rh_111_CH2CHO-br1.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#5CO-hcp#CH2CHO-fcc/calc-esp_BEEF_500441_ens/5CO-hcp+CH2CHO-fcc.bee
Rh	111	CH2CHO	-1.11	-0.12	0.11	None	0.00	fcc	[56.0, 56.0, 56.0, 261.0, 332.0, 423.0, 482.0, 723.0, 859.0, 891.0, 958.0, 1140.0, 1215.0, 1365.0, 1451.0, 3009.0, 3079.0, 3093.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#CH2CHO-br1/calc-esp_BEEF_500441_1/Rh_CH2CHO-br1.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#CH2CHO-br1/calc-esp_BEEF_500441_ens/CH2CHO.bee
Rh	111	CH2CHOH	-0.41	-0.92	0.11	CO	0.55	fcc	[56.0, 56.0, 88.0, 159.0, 181.0, 337.0, 445.0, 521.0, 730.0, 842.0, 933.0, 989.0, 1104.0, 1331.0, 1403.0, 1436.0, 1616.0, 3130.0, 3164.0, 3222.0, 3674.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#5CO-hcp#CH2CHOH-s2br0/calc-esp_BEEF_500441_1/Rh_111_CH2CHOH-s2br0.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#5CO-hcp#CH2CHOH-s2br0/calc-esp_BEEF_500441_ens/5CO-hcp+CH2CHOH-s2br0.bee
Rh	111	CH2CHOH	-0.46	-0.05	0.11	None	0.00	fcc	[56.0, 56.0, 88.0, 159.0, 181.0, 337.0, 445.0, 521.0, 730.0, 842.0, 933.0, 989.0, 1104.0, 1331.0, 1403.0, 1436.0, 1616.0, 3130.0, 3164.0, 3222.0, 3674.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#CH2CHOH-s2br0/calc-esp_BEEF_500441_1/Rh_CH2CHOH_s2br0.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#CH2CHOH-s2br0/calc-esp_BEEF_500441_ens/CH2CHOH.bee
Rh	111	CH2CHOO	-0.43	-0.92	0.11	CO	0.55	fcc	[56.0, 56.0, 90.0, 142.0, 196.0, 241.0, 382.0, 390.0, 640.0, 787.0, 861.0, 1038.0, 1105.0, 1206.0, 1295.0, 1349.0, 1401.0, 1624.0, 2666.0, 2889.0, 2898.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#5CO-hcp#CH2CHOO-br/calc-esp_BEEF_500441_1/Rh_111_CH2CHOO-br.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#5CO-hcp#CH2CHOO-br/calc-esp_BEEF_500441_ens/5CO-hcp+CH2CHOO-br.bee
Rh	111	CH2CHOO	-0.55	-0.06	0.11	None	0.00	fcc	[56.0, 56.0, 90.0, 142.0, 196.0, 241.0, 382.0, 390.0, 640.0, 787.0, 861.0, 1038.0, 1105.0, 1206.0, 1295.0, 1349.0, 1401.0, 1624.0, 2666.0, 2889.0, 2898.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#CH2CHOO-br/calc-esp_BEEF_500441_1/Rh_CH2CHOO-br.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#CH2CHOO-br/calc-esp_BEEF_500441_ens/CH2CHOO.bee
Rh	111	CH2CHOOH	-0.72	-0.08	0.11	None	0.00	fcc	[56.0, 56.0, 73.0, 217.0, 236.0, 314.0, 447.0, 542.0, 585.0, 613.0, 707.0, 807.0, 939.0, 992.0, 1042.0, 1108.0, 1228.0, 1307.0, 1382.0, 1411.0, 2929.0, 2972.0, 3029.0, 3688.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#CH2CHOOH-hcp/calc-esp_BEEF_500441_1/Rh_CH2CHOOH-hcp.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#CH2CHOOH-hcp/calc-esp_BEEF_500441_ens/CH2CHOOH.bee
Rh	111	CH2CHOOH	0.45	-0.82	0.11	CO	0.55	fcc	[56.0, 56.0, 73.0, 217.0, 236.0, 314.0, 447.0, 542.0, 585.0, 613.0, 707.0, 807.0, 939.0, 992.0, 1042.0, 1108.0, 1228.0, 1307.0, 1382.0, 1411.0, 2929.0, 2972.0, 3029.0, 3688.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#5CO-hcp#CH2CHOOH-hcp/calc-esp_BEEF_500441_1/Rh_111_CH2CHOOH-hcp.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#5CO-hcp#CH2CHOOH-hcp/calc-esp_BEEF_500441_ens/5CO-hcp+CH2CHOOH-hcp.bee
Rh	111	CH2CO	-0.62	-0.94	0.11	CO	0.55	fcc	[56.0, 142.0, 169.0, 291.0, 350.0, 435.0, 565.0, 621.0, 871.0, 930.0, 1035.0, 1295.0, 1674.0, 2998.0, 3071.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#5CO-hcp#CH2CO-fbr0/calc-esp_BEEF_500441_1/Rh_111_CH2CO-fbr0.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#5CO-hcp#CH2CO-fbr0/calc-esp_BEEF_500441_ens/5CO-hcp+CH2CO-fbr0.bee
Rh	111	CH2CO	-0.8	-0.8	0.11	CO	0.44	fcc	[56.0, 142.0, 169.0, 291.0, 350.0, 435.0, 565.0, 621.0, 871.0, 930.0, 1035.0, 1295.0, 1674.0, 2998.0, 3071.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#4CO-hcp#CH2CO-fbr0/calc-esp_BEEF_500441_1/Rh_111_CH2CO-fbr0.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#4CO-hcp#CH2CO-fbr0/calc-esp_BEEF_500441_ens/4CO-hcp+CH2CO-fbr0.bee
Rh	111	CH2CO	-1.13	-0.13	0.11	None	0.00	fcc	[56.0, 142.0, 169.0, 291.0, 350.0, 435.0, 565.0, 621.0, 871.0, 930.0, 1035.0, 1295.0, 1674.0, 2998.0, 3071.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#CH2CO-fbr0/calc-esp_BEEF_500441_1/Rh_CH2CO_fbr0.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#CH2CO-fbr0/calc-esp_BEEF_500441_ens/CH2CO.bee
Rh	111	CH2COH	-0.38	-0.91	0.11	CO	0.55	fcc	[56.0, 95.0, 159.0, 253.0, 377.0, 429.0, 541.0, 631.0, 753.0, 961.0, 986.0, 1090.0, 1265.0, 1332.0, 1472.0, 3033.0, 3058.0, 3564.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#5CO-hcp#CH2COH-sot0/calc-esp_BEEF_500441_1/Rh_111_CH2COH-sot0.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#5CO-hcp#CH2COH-sot0/calc-esp_BEEF_500441_ens/5CO-hcp+CH2COH-sot0.bee
Rh	111	CH2COH	-0.86	-0.1	0.11	None	0.00	fcc	[56.0, 95.0, 159.0, 253.0, 377.0, 429.0, 541.0, 631.0, 753.0, 961.0, 986.0, 1090.0, 1265.0, 1332.0, 1472.0, 3033.0, 3058.0, 3564.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#CH2COH-sot0/calc-esp_BEEF_500441_1/Rh_CH2COH_sot0.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#CH2COH-sot0/calc-esp_BEEF_500441_ens/CH2COH.bee
Rh	111	CH2COO	-1.66	-0.18	0.11	None	0.00	fcc	[77.0, 155.0, 173.0, 307.0, 344.0, 401.0, 484.0, 597.0, 703.0, 714.0, 893.0, 957.0, 990.0, 1245.0, 1271.0, 1431.0, 3100.0, 3102.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#CH2COO-br/calc-esp_BEEF_500441_1/Rh_CH2COO-br.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#CH2COO-br/calc-esp_BEEF_500441_ens/CH2COO.bee
Rh	111	CH2COO	0.24	-0.84	0.11	CO	0.55	fcc	[77.0, 155.0, 173.0, 307.0, 344.0, 401.0, 484.0, 597.0, 703.0, 714.0, 893.0, 957.0, 990.0, 1245.0, 1271.0, 1431.0, 3100.0, 3102.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#5CO-hcp#CH2COO-fcc1/calc-esp_BEEF_500441_1/Rh_111_CH2COO-fcc1.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#5CO-hcp#CH2COO-br/calc-esp_BEEF_500441_ens/5CO-hcp+CH2COO-br.bee
Rh	111	CH2COOH	-1.36	-1.02	0.11	CO	0.55	fcc	[56.0, 56.0, 56.0, 163.0, 275.0, 302.0, 394.0, 531.0, 587.0, 720.0, 734.0, 894.0, 914.0, 1028.0, 1209.0, 1342.0, 1428.0, 1513.0, 3029.0, 3071.0, 3646.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#5CO-hcp#CH2COOH-hcp/calc-esp_BEEF_500441_1/Rh_111_CH2COOH-hcp.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#5CO-hcp#CH2COOH-hcp/calc-esp_BEEF_500441_ens/5CO-hcp+CH2COOH-hcp.bee
Rh	111	CH2COOH	-1.72	-0.19	0.11	None	0.00	fcc	[56.0, 56.0, 56.0, 163.0, 275.0, 302.0, 394.0, 531.0, 587.0, 720.0, 734.0, 894.0, 914.0, 1028.0, 1209.0, 1342.0, 1428.0, 1513.0, 3029.0, 3071.0, 3646.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#CH2COOH-hcp/calc-esp_BEEF_500441_1/Rh_CH2COOH-hcp.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#CH2COOH-hcp/calc-esp_BEEF_500441_ens/CH2COOH.bee
Rh	111	CH2O	-0.19	-0.02	0.11	None	0.00	fcc	[56.0, 65.0, 231.0, 407.0, 480.0, 580.0, 965.0, 1163.0, 1225.0, 1430.0, 2918.0, 2987.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#CH2O-fcc/calc-esp_BEEF_500441_1/Rh_CH2O_fcc.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#CH2O-fcc/calc-esp_BEEF_500441_ens/CH2O.bee
Rh	111	CH2O	0.22	-0.85	0.11	CO	0.55	fcc	[56.0, 65.0, 231.0, 407.0, 480.0, 580.0, 965.0, 1163.0, 1225.0, 1430.0, 2918.0, 2987.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#5CO-hcp#CH2O-bridge/calc-esp_BEEF_500441_1/Rh_111_CH2O-bridge.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#5CO-hcp#CH2O-bridge/calc-esp_BEEF_500441_ens/5CO-hcp+CH2O-bridge.bee
Rh	111	CH2OCH	0.35	0.04	0.11	None	0.00	fcc	[56.0, 56.0, 156.0, 254.0, 298.0, 443.0, 565.0, 769.0, 865.0, 998.0, 1103.0, 1126.0, 1179.0, 1229.0, 1460.0, 2987.0, 3062.0, 3083.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#CH2OCH-br/calc-esp_BEEF_500441_1/Rh_CH2OCH-br.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#CH2OCH-br/calc-esp_BEEF_500441_ens/CH2OCH.bee
Rh	111	CH2OCH2	0.38	0.04	0.11	None	0.00	fcc	[56.0, 56.0, 56.0, 56.0, 56.0, 225.0, 759.0, 815.0, 847.0, 977.0, 1089.0, 1128.0, 1136.0, 1149.0, 1276.0, 1457.0, 1503.0, 3032.0, 3088.0, 3100.0, 3125.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#CH2OCH2-hcp/calc-esp_BEEF_500441_1/Rh_CH2OCH2-hcp.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#CH2OCH2-hcp/calc-esp_BEEF_500441_ens/CH2OCH2.bee
Rh	111	CH2OH	-0.25	-0.03	0.11	None	0.00	fcc	[56.0, 77.0, 245.0, 285.0, 344.0, 520.0, 779.0, 919.0, 1087.0, 1157.0, 1316.0, 1476.0, 3060.0, 3071.0, 3630.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#CH2OH-bridge/calc-esp_BEEF_500441_1/Rh_CH2OH_bridge.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#CH2OH-bridge/calc-esp_BEEF_500441_ens/CH2OH.bee
Rh	111	CH2OH	0.16	-0.85	0.11	CO	0.55	fcc	[56.0, 77.0, 245.0, 285.0, 344.0, 520.0, 779.0, 919.0, 1087.0, 1157.0, 1316.0, 1476.0, 3060.0, 3071.0, 3630.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#5CO-hcp#CH2OH-bridge/calc-esp_BEEF_500441_1/Rh_111_CH2OH-bridge.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#5CO-hcp#CH2OH-ontop1/calc-esp_BEEF_500441_ens/5CO-hcp+CH2OH-ontop1.bee
Rh	111	CH2OO	-0.25	-0.03	0.11	None	0.00	fcc	[56.0, 56.0, 231.0, 299.0, 404.0, 412.0, 610.0, 832.0, 1007.0, 1047.0, 1165.0, 1311.0, 1404.0, 2860.0, 2948.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#CH2OO-br/calc-esp_BEEF_500441_1/Rh_CH2OO-br.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#CH2OO-br/calc-esp_BEEF_500441_ens/CH2OO.bee
Rh	111	CH2OO	0.9	-0.77	0.11	CO	0.55	fcc	[56.0, 56.0, 231.0, 299.0, 404.0, 412.0, 610.0, 832.0, 1007.0, 1047.0, 1165.0, 1311.0, 1404.0, 2860.0, 2948.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#5CO-hcp#CH2OO-br/calc-esp_BEEF_500441_1/Rh_111_CH2OO-br.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#5CO-hcp#CH2OO-br/calc-esp_BEEF_500441_ens/5CO-hcp+CH2OO-br.bee
Rh	111	CH2OOH	-0.31	-0.03	0.11	None	0.00	fcc	[56.0, 56.0, 56.0, 211.0, 255.0, 335.0, 477.0, 606.0, 898.0, 1002.0, 1056.0, 1202.0, 1355.0, 1415.0, 1470.0, 2932.0, 3023.0, 3665.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#CH2OOH-hcp/calc-esp_BEEF_500441_1/Rh_CH2OOH-hcp.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#CH2OOH-hcp/calc-esp_BEEF_500441_ens/CH2OOH.bee
Rh	111	CH3	-0.07	-0.72	0.11	CO	0.44	fcc	[56.0, 114.0, 168.0, 622.0, 686.0, 703.0, 1382.0, 1417.0, 1576.0, 3026.0, 3093.0, 3099.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#4CO-hcp#CH3-ontop/calc-esp_BEEF_500441_1/CH3_4CO.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#4CO-hcp#CH3-ontop/calc-esp_BEEF_500441_ens/4CO-hcp+CH3-ontop.bee
Rh	111	CH3	-0.23	-0.03	0.11	None	0.00	fcc	[56.0, 114.0, 168.0, 622.0, 686.0, 703.0, 1382.0, 1417.0, 1576.0, 3026.0, 3093.0, 3099.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#CH3-ontop/calc-esp_BEEF_500441_1/Rh_CH3_ontop.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#CH3-ontop/calc-esp_BEEF_500441_ens/CH3.bee
Rh	111	CH3	0.61	-0.8	0.11	CO	0.55	fcc	[56.0, 114.0, 168.0, 622.0, 686.0, 703.0, 1382.0, 1417.0, 1576.0, 3026.0, 3093.0, 3099.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#5CO-hcp#CH3-ontop/calc-esp_BEEF_500441_1/Rh_111_CH3-ontop.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#5CO-hcp#CH3-ontop/calc-esp_BEEF_500441_ens/5CO-hcp+CH3-ontop.bee
Rh	111	CH3-CO	-0.4	-0.04	0.11	None	0.00	fcc	[56.0, 56.0, 146.0, 177.0, 297.0, 352.0, 440.0, 495.0, 803.0, 817.0, 1185.0, 1397.0, 1417.0, 1824.0, 2951.0, 3075.0, 3144.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/neb/slab-Rh_111_334#CH3@CO-ts/calc-esp_BEEF_500441_1/TS.traj	None
Rh	111	CH3-CO	0.24	-0.84	0.11	CO	0.55	fcc	[56.0, 56.0, 146.0, 177.0, 297.0, 352.0, 440.0, 495.0, 803.0, 817.0, 1185.0, 1397.0, 1417.0, 1824.0, 2951.0, 3075.0, 3144.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/neb/slab-Rh_111_334#5CO-hcp#CH3@CO-ts/calc-esp_BEEF_500441_1/TS.traj	None
Rh	111	CH3-O	1.14	0.13	0.11	None	0.00	fcc	[56.0, 56.0, 122.0, 197.0, 301.0, 413.0, 678.0, 741.0, 1133.0, 1387.0, 1410.0, 3085.0, 3128.0, 3209.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/neb/slab-Rh_111_334#CH3@O-ts/calc-esp_BEEF_500441_1/TS.traj	None
Rh	111	CH3CH2O	-0.56	-0.93	0.11	CO	0.55	fcc	[56.0, 72.0, 152.0, 199.0, 231.0, 270.0, 442.0, 553.0, 751.0, 875.0, 957.0, 1092.0, 1151.0, 1255.0, 1299.0, 1432.0, 1461.0, 1479.0, 1712.0, 2896.0, 3012.0, 3049.0, 3064.0, 3088.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#5CO-hcp#CH3CH2O-sot0/calc-esp_BEEF_500441_1/Rh_111_CH3CH2O-sot0.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#5CO-hcp#CH3CH2O-sot0/calc-esp_BEEF_500441_ens/5CO-hcp+CH3CH2O-sot0.bee
Rh	111	CH3CH2O	-1.0	-0.11	0.11	None	0.00	fcc	[56.0, 72.0, 152.0, 199.0, 231.0, 270.0, 442.0, 553.0, 751.0, 875.0, 957.0, 1092.0, 1151.0, 1255.0, 1299.0, 1432.0, 1461.0, 1479.0, 1712.0, 2896.0, 3012.0, 3049.0, 3064.0, 3088.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#CH3CH2O-sot0/calc-esp_BEEF_500441_1/Rh_CH3CH2O_sot0.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#CH3CH2O-sot0/calc-esp_BEEF_500441_ens/CH3CH2O.bee
Rh	111	CH3CH2O-H	0.02	0.0	0.11	None	0.00	fcc	[56.0, 56.0, 98.0, 160.0, 242.0, 323.0, 360.0, 516.0, 550.0, 812.0, 841.0, 990.0, 1010.0, 1123.0, 1153.0, 1253.0, 1330.0, 1374.0, 1454.0, 1457.0, 1615.0, 2937.0, 2979.0, 3012.0, 3022.0, 3120.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/neb/slab-Rh_111_334#CH3CH2O@H-ts/calc-esp_BEEF_500441_1/TS.traj	None
