surface_name	site_name	species_name	formation_energy	integral_formation_energy	coverage	coadsorbate_name	coadsorbate_coverage	bulk_structure	frequencies	other_parameters	reference	ensemble_path
Rh	111	CHCHO	-1.19	-0.13	0.11	None	0.00	fcc	[56.0, 175.0, 227.0, 314.0, 336.0, 554.0, 729.0, 786.0, 933.0, 1083.0, 1243.0, 1374.0, 1491.0, 3012.0, 3062.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#CHCHO-s2br0/calc-esp_BEEF_500441_1/Rh_CHCHO_s2br0.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#CHCHO-s2br0/calc-esp_BEEF_500441_ens/CHCHO.bee
Rh	111	CHCHOH	-0.27	-0.9	0.11	CO	0.55	fcc	[56.0, 76.0, 203.0, 318.0, 392.0, 479.0, 532.0, 578.0, 723.0, 861.0, 894.0, 1119.0, 1189.0, 1247.0, 1422.0, 2917.0, 3054.0, 3620.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#5CO-hcp#CHCHOH-s2br0/calc-esp_BEEF_500441_1/Rh_111_CHCHOH-s2br0.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#5CO-hcp#CHCHOH-sbr0/calc-esp_BEEF_500441_ens/5CO-hcp+CHCHOH-sbr0.bee
Rh	111	CHCHOH	-0.74	-0.08	0.11	None	0.00	fcc	[56.0, 76.0, 203.0, 318.0, 392.0, 479.0, 532.0, 578.0, 723.0, 861.0, 894.0, 1119.0, 1189.0, 1247.0, 1422.0, 2917.0, 3054.0, 3620.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#CHCHOH-s2br0/calc-esp_BEEF_500441_1/Rh_CHCHOH_s2br0.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#CHCHOH-s2br0/calc-esp_BEEF_500441_ens/CHCHOH.bee
Rh	111	CHCHOOH	-0.49	-0.05	0.11	None	0.00	fcc	[56.0, 136.0, 219.0, 268.0, 382.0, 396.0, 537.0, 556.0, 613.0, 646.0, 732.0, 861.0, 932.0, 986.0, 1135.0, 1180.0, 1254.0, 1374.0, 2923.0, 2949.0, 3646.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#CHCHOOH-br/calc-esp_BEEF_500441_1/Rh_CHCHOOH-br.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#CHCHOOH-br/calc-esp_BEEF_500441_ens/CHCHOOH.bee
Rh	111	CHCHOOH	0.3	-0.84	0.11	CO	0.55	fcc	[56.0, 136.0, 219.0, 268.0, 382.0, 396.0, 537.0, 556.0, 613.0, 646.0, 732.0, 861.0, 932.0, 986.0, 1135.0, 1180.0, 1254.0, 1374.0, 2923.0, 2949.0, 3646.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#5CO-hcp#CHCHOOH-br/calc-esp_BEEF_500441_1/Rh_111_CHCHOOH-br.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#5CO-hcp#CHCHOOH-br/calc-esp_BEEF_500441_ens/5CO-hcp+CHCHOOH-br.bee
Rh	111	CHCO	-0.55	-0.93	0.11	CO	0.55	fcc	[56.0, 195.0, 261.0, 342.0, 401.0, 522.0, 572.0, 755.0, 933.0, 1090.0, 1712.0, 3004.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#5CO-hcp#CHCO-sot0/calc-esp_BEEF_500441_1/Rh_111_CHCO-sot0.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#5CO-hcp#CHCO-fcc/calc-esp_BEEF_500441_ens/5CO-hcp+CHCO-fcc.bee
Rh	111	CHCO	-1.02	-0.82	0.11	CO	0.44	fcc	[56.0, 195.0, 261.0, 342.0, 401.0, 522.0, 572.0, 755.0, 933.0, 1090.0, 1712.0, 3004.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#4CO-hcp#CHCO-sot0/calc-esp_BEEF_500441_1/CHCO_4CO.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#4CO-hcp#CHCO-sot0/calc-esp_BEEF_500441_ens/4CO-hcp+CHCO-sot0.bee
Rh	111	CHCO	-1.31	-0.15	0.11	None	0.00	fcc	[56.0, 195.0, 261.0, 342.0, 401.0, 522.0, 572.0, 755.0, 933.0, 1090.0, 1712.0, 3004.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#CHCO-sot0/calc-esp_BEEF_500441_1/Rh_CHCO_sot0.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#CHCO-sot0/calc-esp_BEEF_500441_ens/CHCO.bee
Rh	111	CHCOH	-0.23	-0.9	0.11	CO	0.55	fcc	[56.0, 164.0, 272.0, 353.0, 398.0, 491.0, 531.0, 632.0, 776.0, 1045.0, 1083.0, 1276.0, 1411.0, 3111.0, 3629.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#5CO-hcp#CHCOH-fbr1/calc-esp_BEEF_500441_1/Rh_111_CHCOH-fbr1.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#5CO-hcp#CHCOH-fbr1/calc-esp_BEEF_500441_ens/5CO-hcp+CHCOH-fbr1.bee
Rh	111	CHCOH	-1.16	-0.13	0.11	None	0.00	fcc	[56.0, 164.0, 272.0, 353.0, 398.0, 491.0, 531.0, 632.0, 776.0, 1045.0, 1083.0, 1276.0, 1411.0, 3111.0, 3629.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#CHCOH-fbr0/calc-esp_BEEF_500441_1/Rh_CHCOH_fbr0.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#CHCOH-fbr0/calc-esp_BEEF_500441_ens/CHCOH.bee
Rh	111	CHCOO	-0.37	-0.91	0.11	CO	0.55	fcc	[152.0, 173.0, 224.0, 277.0, 315.0, 340.0, 397.0, 507.0, 611.0, 736.0, 837.0, 1024.0, 1218.0, 1512.0, 3083.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#5CO-hcp#CHCOO-br/calc-esp_BEEF_500441_1/Rh_111_CHCOO-br.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#5CO-hcp#CHCOO-hcp1/calc-esp_BEEF_500441_ens/5CO-hcp+CHCOO-hcp1.bee
Rh	111	CHCOO	-1.21	-0.13	0.11	None	0.00	fcc	[152.0, 173.0, 224.0, 277.0, 315.0, 340.0, 397.0, 507.0, 611.0, 736.0, 837.0, 1024.0, 1218.0, 1512.0, 3083.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#CHCOO-br/calc-esp_BEEF_500441_1/Rh_CHCOO-br.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#CHCOO-br/calc-esp_BEEF_500441_ens/CHCOO.bee
Rh	111	CHCOOH	-1.41	-1.03	0.11	CO	0.55	fcc	[89.0, 156.0, 200.0, 274.0, 289.0, 310.0, 585.0, 636.0, 665.0, 694.0, 771.0, 953.0, 1136.0, 1179.0, 1367.0, 1490.0, 2993.0, 3613.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#5CO-hcp#CHCOOH-hcp/calc-esp_BEEF_500441_1/Rh_111_CHCOOH-hcp.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#5CO-hcp#CHCOOH-hcp/calc-esp_BEEF_500441_ens/5CO-hcp+CHCOOH-hcp.bee
Rh	111	CHCOOH	-1.75	-0.19	0.11	None	0.00	fcc	[89.0, 156.0, 200.0, 274.0, 289.0, 310.0, 585.0, 636.0, 665.0, 694.0, 771.0, 953.0, 1136.0, 1179.0, 1367.0, 1490.0, 2993.0, 3613.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#CHCOOH-hcp/calc-esp_BEEF_500441_1/Rh_CHCOOH-hcp.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#CHCOOH-hcp/calc-esp_BEEF_500441_ens/CHCOOH.bee
Rh	111	CHO	-0.19	-0.89	0.11	CO	0.55	fcc	[56.0, 72.0, 206.0, 336.0, 452.0, 660.0, 1238.0, 1262.0, 2832.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#5CO-hcp#CHO-hcp/calc-esp_BEEF_500441_1/Rh_111_CHO-hcp.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#5CO-hcp#CHO-hcp/calc-esp_BEEF_500441_ens/5CO-hcp+CHO-hcp.bee
Rh	111	CHO	-0.48	-0.76	0.11	CO	0.44	fcc	[56.0, 72.0, 206.0, 336.0, 452.0, 660.0, 1238.0, 1262.0, 2832.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#4CO-hcp#CHO-hcp/calc-esp_BEEF_500441_1/CHO_4CO.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#4CO-hcp#CHO-hcp/calc-esp_BEEF_500441_ens/4CO-hcp+CHO-hcp.bee
Rh	111	CHO	-0.7	-0.08	0.11	None	0.00	fcc	[56.0, 72.0, 206.0, 336.0, 452.0, 660.0, 1238.0, 1262.0, 2832.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#CHO-hcp/calc-esp_BEEF_500441_1/Rh_CHO_hcp.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#CHO-hcp/calc-esp_BEEF_500441_ens/CHO.bee
Rh	111	CHOC	0.17	0.02	0.11	None	0.00	fcc	[195.0, 243.0, 311.0, 386.0, 438.0, 494.0, 593.0, 622.0, 731.0, 1048.0, 1182.0, 3042.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#CHOC-hcp/calc-esp_BEEF_500441_1/Rh_CHOC-hcp.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#CHOC-hcp/calc-esp_BEEF_500441_ens/CHOC.bee
Rh	111	CHOH	-0.07	-0.88	0.11	CO	0.55	fcc	[56.0, 144.0, 202.0, 314.0, 367.0, 569.0, 761.0, 1044.0, 1203.0, 1426.0, 2983.0, 3650.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#5CO-hcp#CHOH-fcc/calc-esp_BEEF_500441_1/Rh_111_CHOH-fcc.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#5CO-hcp#CHOH-hcp2/calc-esp_BEEF_500441_ens/5CO-hcp+CHOH-hcp2.bee
Rh	111	CHOH	-0.22	-0.02	0.11	None	0.00	fcc	[56.0, 144.0, 202.0, 314.0, 367.0, 569.0, 761.0, 1044.0, 1203.0, 1426.0, 2983.0, 3650.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#CHOH-hcp2/calc-esp_BEEF_500441_1/Rh_CHOH_hcp.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#CHOH-hcp2/calc-esp_BEEF_500441_ens/CHOH.bee
Rh	111	CHOH	-0.26	-0.74	0.11	CO	0.44	fcc	[56.0, 144.0, 202.0, 314.0, 367.0, 569.0, 761.0, 1044.0, 1203.0, 1426.0, 2983.0, 3650.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#4CO-hcp#CHOH-fcc/calc-esp_BEEF_500441_1/CHOH_4CO.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#4CO-hcp#CHOH-fcc/calc-esp_BEEF_500441_ens/4CO-hcp+CHOH-fcc.bee
Rh	111	CO	-0.16	-0.89	0.66	None	0.00	fcc	[60.0, 231.0, 256.0, 303.0, 470.0, 1747.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#5CO-hcp#CO-hcp/calc-esp_BEEF_500441_1/Rh_6CO.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#5CO-hcp#CO-hcp/calc-esp_BEEF_500441_ens/5CO-hcp+CO-hcp.bee
Rh	111	CO	-1.41	-0.71	0.44	None	0.00	fcc	[]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#4CO-hcp/calc-esp_BEEF_500441_1/4CO.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#4CO-hcp/calc-esp_BEEF_500441_ens/4CO.bee
Rh	111	CO	-1.46	-0.87	0.55	None	0.00	fcc	[]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#5CO-hcp/calc-esp_BEEF_500441_1/Rh_5CO.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#5CO-hcp/calc-esp_BEEF_500441_ens/5CO.bee
Rh	111	CO	-1.61	-0.37	0.22	None	0.00	fcc	[]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#2CO-hcp/calc-esp_BEEF_500441_1/Rh_2CO.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#2CO-hcp/calc-esp_BEEF_500441_ens/2CO.bee
Rh	111	CO	-1.64	-0.55	0.33	None	0.00	fcc	[]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#3CO-hcp/calc-esp_BEEF_500441_1/Rh_3CO.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#3CO-hcp/calc-esp_BEEF_500441_ens/3CO.bee
Rh	111	CO	-1.7	-0.19	0.11	None	0.00	fcc	[60.0, 231.0, 256.0, 303.0, 470.0, 1747.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#CO-hcp/calc-esp_BEEF_500441_1/Rh_CO_hcp.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#CO-hcp/calc-esp_BEEF_500441_ens/Rh_CO_hcp.bee
Rh	111	CO-H	0.27	0.03	0.11	None	0.00	fcc	[]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/neb/slab-Rh_111_334#CO@H-ts/calc-esp_BEEF_500441_1/TS.traj	None
Rh	111	CO-HCO	-0.97	-0.11	0.11	None	0.00	fcc	[56.0, 132.0, 233.0, 287.0, 317.0, 356.0, 402.0, 455.0, 552.0, 864.0, 1199.0, 1249.0, 1678.0, 2924.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/neb/slab-Rh_111_334#CO@HCO-ts/calc-esp_BEEF_500441_1/TS.traj	None
Rh	111	CO2	-1.66	-0.18	0.11	None	0.00	fcc	[56.0, 56.0, 56.0, 202.0, 256.0, 621.0, 635.0, 1362.0, 2350.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#CO2-br/calc-esp_BEEF_500441_1/Rh_CO2_br.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#CO2-br/calc-esp_BEEF_500441_ens/CO2.bee
Rh	111	CO2	-1.66	-1.06	0.11	CO	0.55	fcc	[56.0, 56.0, 56.0, 202.0, 256.0, 621.0, 635.0, 1362.0, 2350.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#5CO-hcp#CO2-br/calc-esp_BEEF_500441_1/Rh_111_CO2-br.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#5CO-hcp#CO2-br/calc-esp_BEEF_500441_ens/5CO-hcp+CO2-br.bee
Rh	111	COC	0.96	0.11	0.11	None	0.00	fcc	[174.0, 190.0, 304.0, 342.0, 360.0, 412.0, 535.0, 602.0, 1078.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#COC-br/calc-esp_BEEF_500441_1/Rh_COC-br.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#COC-br/calc-esp_BEEF_500441_ens/COC.bee
Rh	111	COCH2O	0.18	0.02	0.11	None	0.00	fcc	[56.0, 73.0, 103.0, 115.0, 199.0, 257.0, 493.0, 559.0, 674.0, 943.0, 981.0, 1020.0, 1057.0, 1251.0, 1457.0, 1916.0, 3086.0, 3121.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#COCH2O-ontop/calc-esp_BEEF_500441_1/Rh_COCH2O-ontop.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#COCH2O-ontop/calc-esp_BEEF_500441_ens/COCH2O.bee
Rh	111	COH	-0.81	-0.96	0.11	CO	0.55	fcc	[56.0, 195.0, 270.0, 436.0, 459.0, 605.0, 1102.0, 1223.0, 3647.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#5CO-hcp#COH-ontop/calc-esp_BEEF_500441_1/Rh_111_COH-ontop.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#5CO-hcp#COH-ontop/calc-esp_BEEF_500441_ens/5CO-hcp+COH-ontop.bee
Rh	111	COH	-0.95	-0.11	0.11	None	0.00	fcc	[56.0, 195.0, 270.0, 436.0, 459.0, 605.0, 1102.0, 1223.0, 3647.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#COH-hcp/calc-esp_BEEF_500441_1/Rh_COH_hcp.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#COH-hcp/calc-esp_BEEF_500441_ens/COH.bee
Rh	111	COOH	-0.88	-0.97	0.11	CO	0.55	fcc	[56.0, 134.0, 236.0, 299.0, 329.0, 491.0, 617.0, 761.0, 1101.0, 1302.0, 1450.0, 3517.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#5CO-hcp#COOH-fcc1/calc-esp_BEEF_500441_1/Rh_111_COOH-fcc1.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#5CO-hcp#COOH-ontop/calc-esp_BEEF_500441_ens/5CO-hcp+COOH-ontop.bee
Rh	111	COOH	-1.39	-0.15	0.11	None	0.00	fcc	[56.0, 134.0, 236.0, 299.0, 329.0, 491.0, 617.0, 761.0, 1101.0, 1302.0, 1450.0, 3517.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#COOH-ontop/calc-esp_BEEF_500441_1/Rh_COOH_ontop.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#COOH-ontop/calc-esp_BEEF_500441_ens/COOH.bee
Rh	111	H	0.02	0.0	0.11	None	0.00	fcc	[463.0, 716.0, 982.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#H-fcc/calc-esp_BEEF_500441_1/Rh_H_fcc.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#H-fcc/calc-esp_BEEF_500441_ens/H.bee
Rh	111	H	0.09	-0.7	0.11	CO	0.44	fcc	[463.0, 716.0, 982.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#4CO-hcp#H-fcc/calc-esp_BEEF_500441_1/H_4CO.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#4CO-hcp#H-fcc/calc-esp_BEEF_500441_ens/4CO-hcp+H-fcc.bee
Rh	111	H	0.14	-0.86	0.11	CO	0.55	fcc	[463.0, 716.0, 982.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#5CO-hcp#H-fcc/calc-esp_BEEF_500441_1/Rh_111_H-fcc.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#5CO-hcp#H-fcc/calc-esp_BEEF_500441_ens/5CO-hcp+H-fcc.bee
Rh	111	H-CH2	0.44	0.05	0.11	None	0.00	fcc	[56.0, 234.0, 339.0, 527.0, 615.0, 828.0, 969.0, 1378.0, 1913.0, 2972.0, 3028.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/neb/slab-Rh_111_334#H@CH2-ts/calc-esp_BEEF_500441_1/TS.traj	None
Rh	111	H-CH2	0.97	-0.6	0.11	CO	0.44	fcc	[56.0, 234.0, 339.0, 527.0, 615.0, 828.0, 969.0, 1378.0, 1913.0, 2972.0, 3028.0]	[]	/u/if/ajmedfor/nfs/data//projects/Rh_EtOH/jobs/optimize_CO_positions/HCO-H/TS/HCO-H.traj	None
Rh	111	H-CH2	1.39	-0.72	0.11	CO	0.55	fcc	[56.0, 234.0, 339.0, 527.0, 615.0, 828.0, 969.0, 1378.0, 1913.0, 2972.0, 3028.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/neb/slab-Rh_111_334#5CO-hcp#H@CH2-ts/calc-esp_BEEF_500441_1/TS.traj	None
Rh	111	H-CH2CH2O	0.06	0.01	0.11	None	0.00	fcc	[56.0, 62.0, 110.0, 282.0, 301.0, 373.0, 407.0, 564.0, 723.0, 868.0, 899.0, 1009.0, 1123.0, 1136.0, 1222.0, 1324.0, 1405.0, 1448.0, 1584.0, 2927.0, 2960.0, 3012.0, 3025.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/neb/slab-Rh_111_334#H@CH2CH2O-ts/calc-esp_BEEF_500441_1/TS.traj	None
Rh	111	H-CH2CHO	-0.28	-0.03	0.11	None	0.00	fcc	[56.0, 56.0, 161.0, 367.0, 408.0, 506.0, 560.0, 661.0, 716.0, 817.0, 959.0, 1020.0, 1092.0, 1195.0, 1359.0, 1389.0, 1549.0, 2901.0, 2990.0, 3015.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/neb/slab-Rh_111_334#H@CH2CHO-ts/calc-esp_BEEF_500441_1/TS.traj	None
Rh	111	H-CH2CO	-0.54	-0.06	0.11	None	0.00	fcc	[56.0, 123.0, 221.0, 245.0, 344.0, 383.0, 484.0, 602.0, 863.0, 994.0, 1030.0, 1088.0, 1332.0, 1433.0, 1684.0, 3026.0, 3087.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/neb/slab-Rh_111_334#H@CH2CO-ts/calc-esp_BEEF_500441_1/TS.traj	None
Rh	111	H-CH2CO	0.03	-0.7	0.11	CO	0.44	fcc	[56.0, 123.0, 221.0, 245.0, 344.0, 383.0, 484.0, 602.0, 863.0, 994.0, 1030.0, 1088.0, 1332.0, 1433.0, 1684.0, 3026.0, 3087.0]	[]	/u/if/ajmedfor/nfs/data//projects/Rh_EtOH/jobs/optimize_CO_positions/HCO-H/TS/HCO-H.traj	None
Rh	111	H-CH2CO	0.24	-0.84	0.11	CO	0.55	fcc	[56.0, 123.0, 221.0, 245.0, 344.0, 383.0, 484.0, 602.0, 863.0, 994.0, 1030.0, 1088.0, 1332.0, 1433.0, 1684.0, 3026.0, 3087.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/neb/slab-Rh_111_334#5CO-hcp#H@CH2CO-ts/calc-esp_BEEF_500441_1/TS.traj	None
Rh	111	H-CH3	0.44	0.05	0.11	None	0.00	fcc	[56.0, 56.0, 56.0, 143.0, 435.0, 740.0, 826.0, 1241.0, 1398.0, 1421.0, 1731.0, 2994.0, 3046.0, 3093.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/neb/slab-Rh_111_334#H@CH3-ts/calc-esp_BEEF_500441_1/TS.traj	None
Rh	111	H-CH3	0.9	-0.61	0.11	CO	0.44	fcc	[56.0, 56.0, 56.0, 143.0, 435.0, 740.0, 826.0, 1241.0, 1398.0, 1421.0, 1731.0, 2994.0, 3046.0, 3093.0]	[]	/u/if/ajmedfor/nfs/data//projects/Rh_EtOH/jobs/optimize_CO_positions/HCO-H/TS/HCO-H.traj	None
Rh	111	H-CH3	1.12	-0.75	0.11	CO	0.55	fcc	[56.0, 56.0, 56.0, 143.0, 435.0, 740.0, 826.0, 1241.0, 1398.0, 1421.0, 1731.0, 2994.0, 3046.0, 3093.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/neb/slab-Rh_111_334#5CO-hcp#H@CH3-ts/calc-esp_BEEF_500441_1/TS.traj	None
Rh	111	H-CH3CHO	-0.38	-0.04	0.11	None	0.00	fcc	[56.0, 56.0, 56.0, 144.0, 184.0, 242.0, 290.0, 504.0, 544.0, 860.0, 928.0, 1014.0, 1101.0, 1257.0, 1325.0, 1419.0, 1452.0, 1467.0, 1657.0, 2885.0, 2972.0, 3037.0, 3079.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/neb/slab-Rh_111_334#H@CH3CHO-ts/calc-esp_BEEF_500441_1/TS.traj	None
Rh	111	H-CH3CHO	0.11	-0.86	0.11	CO	0.55	fcc	[56.0, 56.0, 56.0, 144.0, 184.0, 242.0, 290.0, 504.0, 544.0, 860.0, 928.0, 1014.0, 1101.0, 1257.0, 1325.0, 1419.0, 1452.0, 1467.0, 1657.0, 2885.0, 2972.0, 3037.0, 3079.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/neb/slab-Rh_111_334#5CO-hcp#H@CH3CHO-ts/calc-esp_BEEF_500441_1/TS.traj	None
Rh	111	H-CH3CO	-0.12	-0.88	0.11	CO	0.55	fcc	[56.0, 56.0, 56.0, 106.0, 310.0, 367.0, 484.0, 656.0, 750.0, 963.0, 996.0, 1071.0, 1311.0, 1390.0, 1424.0, 1434.0, 1597.0, 2970.0, 2997.0, 3104.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/neb/slab-Rh_111_334#5CO-hcp#H@CH3CO-ts/calc-esp_BEEF_500441_1/TS.traj	None
